date,home_team,away_team,home_score,away_score,tournament,neutral
2019-12-07,Iraq,Paraguay,3,1,Friendly,0
2019-12-07,Serbia,Senegal,1,0,Friendly,0
2019-12-08,Senegal,Jamaica,2,0,Qualifier,0
2019-12-09,Ukraine,Mexico,3,0,Friendly,0
2019-12-10,New Zealand,Costa Rica,0,1,Qualifier,0
2019-12-10,Saudi Arabia,Denmark,2,2,Qualifier,0
2019-12-11,Austria,Panama,3,0,Friendly,0
2019-12-12,Uzbekistan,Canada,1,3,Qualifier,0
2019-12-13,Croatia,Mexico,1,0,Friendly,0
2019-12-13,Iran,Morocco,1,1,Friendly,0
2019-12-14,Turkey,Uzbekistan,4,1,Qualifier,0
2019-12-15,Iraq,Ecuador,1,2,Qualifier,1
2019-12-15,Iraq,Spain,0,4,Qualifier,0
2019-12-16,Senegal,Panama,1,2,Qualifier,1
2019-12-17,Bolivia,Croatia,0,0,Friendly,1
2019-12-18,Portugal,DR Congo,4,1,Friendly,1
2019-12-18,Japan,Ivory Coast,3,1,Qualifier,1
2019-12-19,Qatar,Serbia,1,1,Qualifier,0
2019-12-20,Ghana,Serbia,1,1,Friendly,0
2019-12-21,Bolivia,Uruguay,0,3,Friendly,0
2019-12-21,Ghana,Colombia,0,0,Friendly,0
2019-12-22,Croatia,Egypt,2,0,Qualifier,0
2019-12-23,Brazil,Morocco,2,0,Friendly,0
2019-12-23,Iraq,Brazil,1,1,Qualifier,1
2019-12-24,Iraq,Tunisia,0,3,Friendly,0
2019-12-25,Uzbekistan,Iran,1,2,Qualifier,0
2019-12-26,Croatia,Bolivia,5,0,Friendly,0
2019-12-26,Costa Rica,Colombia,1,3,Qualifier,1
2019-12-27,Ghana,Germany,1,2,Qualifier,0
2019-12-28,Poland,Australia,2,0,Qualifier,0
2019-12-29,Argentina,Japan,6,1,Qualifier,0
2019-12-29,Cameroon,Denmark,1,2,Friendly,1
2019-12-30,Algeria,Tunisia,2,3,Friendly,0
2019-12-31,Uzbekistan,South Korea,2,1,Friendly,0
2020-01-01,Senegal,Iraq,1,0,Qualifier,0
2020-01-01,Iran,Egypt,2,0,Qualifier,0
2020-01-02,France,Germany,4,2,Qualifier,0
2020-01-03,France,Spain,2,1,Friendly,0
2020-01-03,Uzbekistan,Iraq,0,1,Friendly,0
2020-01-04,Netherlands,Poland,7,0,Qualifier,0
2020-01-05,Brazil,Ivory Coast,2,0,Friendly,0
2020-01-06,New Zealand,Paraguay,0,1,Friendly,0
2020-01-06,Costa Rica,Ghana,2,2,Qualifier,0
2020-01-07,Tunisia,France,1,2,Friendly,1
2020-01-08,Iran,Ghana,2,1,Qualifier,0
2020-01-09,Serbia,Croatia,2,1,Qualifier,1
2020-01-09,Costa Rica,Uzbekistan,3,0,Qualifier,0
2020-01-10,Netherlands,Austria,3,0,Qualifier,0
2020-01-11,Turkey,Belgium,2,3,Qualifier,0
2020-01-11,Morocco,Austria,1,0,Friendly,1
2020-01-12,Austria,DR Congo,2,1,Qualifier,0
2020-01-13,Ecuador,Algeria,2,0,Qualifier,0
2020-01-14,Algeria,DR Congo,5,0,Friendly,0
2020-01-14,France,Ghana,3,1,Friendly,0
2020-01-15,Panama,United States,1,2,Qualifier,0
2020-01-16,Morocco,Japan,2,0,Friendly,0
2020-01-17,Paraguay,Egypt,0,1,Friendly,1
2020-01-17,Colombia,Germany,1,0,Qualifier,0
2020-01-18,Uruguay,Nigeria,3,1,Friendly,0
2020-01-19,Germany,Morocco,3,0,Qualifier,1
2020-01-19,Portugal,Bolivia,2,0,Qualifier,1
2020-01-20,Switzerland,Ukraine,1,1,Qualifier,0
2020-01-21,Poland,Serbia,1,0,Friendly,1
2020-01-22,Portugal,Iran,4,0,Qualifier,1
2020-01-22,Egypt,Qatar,2,0,Qualifier,0
2020-01-23,Brazil,Senegal,5,1,Qualifier,0
2020-01-24,Italy,Cameroon,1,1,Friendly,1
2020-01-25,Nigeria,Tunisia,2,0,Friendly,1
2020-01-25,Turkey,Colombia,0,1,Qualifier,1
2020-01-26,Panama,Canada,0,2,Qualifier,0
2020-01-27,Uruguay,France,0,0,Qualifier,1
2020-01-28,Spain,Bolivia,8,0,Qualifier,0
2020-01-28,Cameroon,United States,1,1,Qualifier,1
2020-01-29,Ivory Coast,Cameroon,0,2,Qualifier,0
2020-01-30,France,Ghana,5,0,Friendly,0
2020-01-30,Denmark,Canada,1,0,Qualifier,0
2020-01-31,Ecuador,Cameroon,2,0,Qualifier,0
2020-02-01,Ghana,United States,1,3,Qualifier,1
2020-02-02,Austria,New Zealand,5,0,Qualifier,1
2020-02-02,Iraq,Costa Rica,1,2,Qualifier,0
2020-02-03,Qatar,Turkey,0,2,Qualifier,0
2020-02-04,Italy,Qatar,10,0,Qualifier,0
2020-02-05,Uzbekistan,Australia,2,1,Qualifier,1
2020-02-05,South Korea,Panama,1,1,Friendly,0
2020-02-06,Germany,France,0,2,Qualifier,0
2020-02-07,Italy,Tunisia,3,1,Friendly,0
2020-02-07,France,Iraq,5,0,Friendly,0
2020-02-08,Bolivia,Austria,1,1,Qualifier,1
2020-02-09,DR Congo,Poland,1,3,Friendly,0
2020-02-10,Ghana,South Korea,0,2,Qualifier,0
2020-02-10,Tunisia,Algeria,1,0,Friendly,0
2020-02-11,South Korea,Austria,0,2,Qualifier,0
2020-02-12,Colombia,Australia,2,0,Qualifier,0
2020-02-13,Bolivia,Colombia,0,2,Qualifier,0
2020-02-13,Ghana,DR Congo,1,0,Qualifier,0
2020-02-14,Japan,Ivory Coast,2,0,Qualifier,0
2020-02-15,Bolivia,Uzbekistan,0,2,Friendly,1
2020-02-15,Denmark,Ukraine,2,1,Friendly,0
2020-02-16,Mexico,France,2,2,Qualifier,0
2020-02-17,Uzbekistan,Serbia,2,0,Qualifier,0
2020-02-18,Algeria,Saudi Arabia,3,0,Friendly,1
2020-02-18,Canada,Switzerland,3,2,Qualifier,0
2020-02-19,Uzbekistan,Australia,2,0,Friendly,0
2020-02-20,Spain,Japan,6,0,Friendly,0
2020-02-21,DR Congo,Belgium,1,3,Qualifier,0
2020-02-21,Canada,Denmark,2,2,Qualifier,0
2020-02-22,Canada,Switzerland,1,0,Friendly,0
2020-02-23,Bolivia,Ivory Coast,2,2,Friendly,1
2020-02-24,Brazil,Paraguay,2,2,Qualifier,0
2020-02-24,Denmark,Italy,1,0,Friendly,0
2020-02-25,New Zealand,Switzerland,3,2,Friendly,0
2020-02-26,Spain,Cameroon,3,1,Friendly,0
2020-02-26,Ecuador,Algeria,1,0,Friendly,0
2020-02-27,Australia,Spain,0,3,Qualifier,0
2020-02-28,Uruguay,Italy,1,1,Qualifier,0
2020-02-29,Uruguay,Denmark,3,1,Qualifier,0
2020-02-29,Australia,Uruguay,1,1,Qualifier,1
2020-03-01,Uzbekistan,Italy,2,5,Qualifier,0
2020-03-02,Egypt,Switzerland,2,0,Qualifier,0
2020-03-03,Netherlands,DR Congo,2,1,Qualifier,1
2020-03-03,Cameroon,Uzbekistan,2,0,Friendly,0
2020-03-04,Austria,Switzerland,3,0,Qualifier,0
2020-03-05,South Korea,Iran,2,1,Friendly,0
2020-03-05,Turkey,Egypt,1,0,Qualifier,0
2020-03-06,United States,Belgium,1,1,Qualifier,0
2020-03-07,United States,Denmark,4,1,Qualifier,0
2020-03-08,United States,Algeria,1,0,Qualifier,1
2020-03-08,Italy,Costa Rica,2,1,Qualifier,0
2020-03-09,Ivory Coast,Austria,1,0,Friendly,0
2020-03-10,Qatar,Australia,2,2,Qualifier,1
2020-03-11,Uzbekistan,Japan,2,0,Qualifier,0
2020-03-11,Uzbekistan,Tunisia,0,1,Qualifier,0
2020-03-12,Uzbekistan,Senegal,1,1,Qualifier,0
2020-03-13,Iraq,Turkey,2,2,Qualifier,0
2020-03-14,Canada,Argentina,0,2,Qualifier,0
2020-03-14,Uruguay,Australia,5,2,Qualifier,1
2020-03-15,South Korea,Egypt,4,0,Qualifier,1
2020-03-16,England,Morocco,2,0,Qualifier,0
2020-03-16,New Zealand,Portugal,0,3,Qualifier,0
2020-03-17,Belgium,Croatia,1,1,Qualifier,0
2020-03-18,Saudi Arabia,Senegal,1,1,Qualifier,0
2020-03-19,DR Congo,Denmark,1,2,Qualifier,0
2020-03-19,Canada,Ivory Coast,0,0,Qualifier,0
2020-03-20,Ecuador,Mexico,2,1,Qualifier,0
2020-03-21,Poland,Senegal,0,1,Qualifier,0
2020-03-22,France,England,2,1,Friendly,0
2020-03-22,Nigeria,Austria,3,0,Qualifier,0
2020-03-23,Poland,Panama,5,1,Qualifier,0
2020-03-24,Canada,Panama,2,0,Qualifier,0
2020-03-24,Uzbekistan,Denmark,2,3,Qualifier,0
2020-03-25,Costa Rica,Austria,2,4,Qualifier,0
2020-03-26,Switzerland,Ghana,2,1,Friendly,0
2020-03-27,England,Austria,4,1,Friendly,0
2020-03-27,Colombia,Iraq,4,1,Friendly,0
2020-03-28,Senegal,Paraguay,3,0,Qualifier,0
2020-03-29,Tunisia,Canada,1,0,Qualifier,0
2020-03-30,Argentina,Ghana,3,0,Qualifier,0
2020-03-30,New Zealand,Austria,1,3,Friendly,1
2020-03-31,Uzbekistan,Switzerland,1,1,Friendly,1
2020-04-01,Saudi Arabia,Morocco,3,4,Qualifier,0
2020-04-01,Senegal,Iraq,6,0,Friendly,1
2020-04-02,Mexico,Tunisia,2,1,Qualifier,0
2020-04-03,Paraguay,Panama,1,1,Friendly,0
2020-04-04,Bolivia,Germany,2,1,Qualifier,0
2020-04-04,Iran,Spain,0,2,Qualifier,0
2020-04-05,Mexico,Uruguay,3,2,Qualifier,1
2020-04-06,Croatia,New Zealand,5,0,Friendly,0
2020-04-07,Austria,Qatar,1,0,Friendly,0
2020-04-07,Senegal,Turkey,2,0,Qualifier,0
2020-04-08,Mexico,New Zealand,2,1,Qualifier,0
2020-04-09,Ukraine,Cameroon,1,1,Friendly,0
2020-04-10,Uzbekistan,Italy,0,4,Friendly,0
2020-04-10,Denmark,England,0,3,Qualifier,0
2020-04-11,Cameroon,Costa Rica,1,1,Friendly,0
2020-04-12,Mexico,Ecuador,4,0,Friendly,0
2020-04-12,Italy,Mexico,0,1,Friendly,0
2020-04-13,Uruguay,Iraq,6,1,Friendly,0
2020-04-14,Serbia,Cameroon,3,1,Qualifier,1
2020-04-15,Australia,South Korea,1,0,Qualifier,0
2020-04-15,United States,Australia,1,2,Friendly,0
2020-04-16,Canada,Colombia,1,1,Qualifier,0
2020-04-17,Argentina,Iraq,9,0,Qualifier,0
2020-04-18,Ukraine,Spain,0,1,Qualifier,0
2020-04-18,United States,Iraq,1,0,Qualifier,1
2020-04-19,Costa Rica,Australia,1,0,Friendly,1
2020-04-20,Ghana,Nigeria,3,0,Qualifier,0
2020-04-20,Morocco,Brazil,1,1,Qualifier,0
2020-04-21,Senegal,Jamaica,1,2,Friendly,0
2020-04-22,DR Congo,Australia,1,1,Friendly,0
2020-04-23,Uruguay,Austria,0,1,Friendly,0
2020-04-23,Egypt,Ukraine,2,4,Friendly,0
2020-04-24,United States,Saudi Arabia,1,1,Qualifier,0
2020-04-25,Iran,Portugal,1,2,Qualifier,0
2020-04-26,Austria,Uzbekistan,1,0,Qualifier,0
2020-04-26,Costa Rica,Brazil,0,2,Qualifier,1
2020-04-27,Tunisia,New Zealand,2,1,Friendly,0
2020-04-28,Egypt,Saudi Arabia,1,0,Friendly,0
2020-04-28,DR Congo,Austria,0,0,Qualifier,1
2020-04-29,Morocco,Canada,3,0,Qualifier,0
2020-04-30,Ghana,Nigeria,1,0,Qualifier,1
2020-05-01,Switzerland,Spain,0,4,Friendly,1
2020-05-01,France,Iran,4,1,Qualifier,1
2020-05-02,Germany,Panama,4,0,Friendly,0
2020-05-03,Bolivia,New Zealand,1,0,Friendly,0
2020-05-04,Belgium,Croatia,1,1,Qualifier,1
2020-05-04,Jamaica,Brazil,0,2,Qualifier,0
2020-05-05,Ghana,Poland,1,2,Friendly,0
2020-05-06,Croatia,New Zealand,3,0,Qualifier,0
2020-05-07,Argentina,Denmark,2,1,Qualifier,1
2020-05-07,Iran,Nigeria,4,1,Friendly,0
2020-05-08,South Korea,Mexico,3,1,Qualifier,0
2020-05-09,Denmark,Jamaica,3,0,Qualifier,0
2020-05-09,Senegal,Canada,0,0,Qualifier,0
2020-05-10,Algeria,Panama,2,1,Friendly,0
2020-05-11,Turkey,Belgium,0,3,Qualifier,0
2020-05-12,Colombia,Turkey,0,1,Qualifier,0
2020-05-12,Iraq,France,1,3,Qualifier,0
2020-05-13,Austria,Uzbekistan,3,0,Friendly,0
2020-05-14,Germany,Ghana,3,1,Qualifier,0
2020-05-15,Uzbekistan,Morocco,2,1,Friendly,0
2020-05-15,Portugal,Canada,1,0,Qualifier,0
2020-05-16,United States,Iraq,2,0,Friendly,0
2020-05-17,Cameroon,Spain,0,0,Friendly,1
2020-05-17,Brazil,Algeria,3,0,Friendly,1
2020-05-18,Argentina,Qatar,6,1,Friendly,0
2020-05-19,Germany,Netherlands,5,4,Qualifier,1
2020-05-20,United States,Switzerland,2,1,Qualifier,0
2020-05-20,United States,Morocco,0,2,Friendly,1
2020-05-21,South Korea,Uruguay,4,2,Qualifier,0
2020-05-22,Poland,Cameroon,3,0,Qualifier,0
2020-05-23,Germany,Costa Rica,3,1,Qualifier,0
2020-05-23,Algeria,Australia,1,1,Friendly,0
2020-05-24,South Korea,Belgium,0,1,Friendly,0
2020-05-25,Egypt,Tunisia,4,2,Friendly,0
2020-05-26,Turkey,Iran,1,0,Friendly,1
2020-05-26,Serbia,DR Congo,0,0,Qualifier,0
2020-05-27,Croatia,Brazil,0,1,Friendly,0
2020-05-28,Tunisia,Poland,2,0,Qualifier,0
2020-05-28,Nigeria,Brazil,0,2,Qualifier,0
2020-05-29,Tunisia,England,0,3,Friendly,0
2020-05-30,Argentina,Ecuador,4,0,Friendly,0
2020-05-31,France,Serbia,5,0,Qualifier,1
2020-05-31,Austria,Denmark,0,1,Qualifier,0
2020-06-01,Nigeria,Serbia,1,0,Friendly,0
2020-06-02,Argentina,Uzbekistan,4,0,Qualifier,1
2020-06-03,Austria,Ecuador,4,1,Qualifier,0
2020-06-03,Colombia,Switzerland,1,0,Friendly,0
2020-06-04,Ukraine,Germany,2,0,Qualifier,0
2020-06-05,Ukraine,Cameroon,4,0,Friendly,0
2020-06-05,Egypt,Saudi Arabia,1,1,Qualifier,1
2020-06-06,Mexico,Brazil,0,0,Friendly,0
2020-06-07,Switzerland,Uruguay,1,1,Qualifier,0
2020-06-08,Belgium,New Zealand,5,3,Friendly,0
2020-06-08,Ghana,Australia,1,1,Qualifier,0
2020-06-09,Jamaica,Japan,0,0,Qualifier,0
2020-06-10,Ecuador,Argentina,3,2,Qualifier,0
2020-06-11,Turkey,United States,3,0,Qualifier,0
2020-06-11,South Korea,Belgium,2,2,Qualifier,0
2020-06-12,Mexico,Italy,1,0,Qualifier,0
2020-06-13,Belgium,Canada,5,1,Friendly,0
2020-06-13,Argentina,Denmark,2,1,Qualifier,0
2020-06-14,Morocco,France,0,3,Qualifier,0
2020-06-15,Bolivia,Uzbekistan,3,1,Qualifier,0
2020-06-16,Brazil,France,3,1,Qualifier,0
2020-06-16,Ecuador,Japan,0,1,Friendly,0
2020-06-17,Brazil,Canada,3,0,Friendly,0
2020-06-18,South Korea,Ghana,2,1,Friendly,0
2020-06-19,Costa Rica,Ecuador,0,2,Friendly,0
2020-06-19,Iran,Qatar,3,0,Qualifier,0
2020-06-20,Panama,New Zealand,1,1,Friendly,0
2020-06-21,United States,Nigeria,1,0,Friendly,0
2020-06-22,Serbia,Senegal,2,0,Qualifier,1
2020-06-22,Switzerland,Egypt,2,0,Qualifier,0
2020-06-23,Colombia,Saudi Arabia,0,1,Qualifier,0
2020-06-24,New Zealand,Mexico,2,1,Qualifier,0
2020-06-24,Denmark,Iraq,0,1,Friendly,0
2020-06-25,Mexico,Bolivia,3,0,Friendly,0
2020-06-26,Australia,Tunisia,2,1,Qualifier,0
2020-06-27,Switzerland,Qatar,1,1,Qualifier,0
2020-06-27,Saudi Arabia,Paraguay,1,0,Qualifier,0
2020-06-28,England,Ukraine,3,0,Qualifier,0
2020-06-29,Uzbekistan,Ghana,2,2,Qualifier,0
2020-06-30,Brazil,Mexico,1,0,Qualifier,0
2020-06-30,Ghana,Jamaica,0,0,Qualifier,0
2020-07-01,Ghana,Colombia,1,0,Friendly,0
2020-07-02,Croatia,Ukraine,3,0,Qualifier,0
2020-07-02,Cameroon,Uzbekistan,0,1,Friendly,0
2020-07-03,Senegal,Colombia,0,1,Qualifier,0
2020-07-04,Uruguay,Iraq,3,1,Friendly,0
2020-07-05,Saudi Arabia,Costa Rica,2,0,Qualifier,0
2020-07-05,Switzerland,Uruguay,2,2,Qualifier,0
2020-07-06,Iran,Portugal,1,3,Qualifier,0
2020-07-07,Nigeria,Costa Rica,2,1,Qualifier,0
2020-07-08,Germany,Tunisia,4,0,Qualifier,0
2020-07-08,Ecuador,Uzbekistan,2,0,Qualifier,0
2020-07-09,Ghana,Ecuador,3,3,Friendly,1
2020-07-10,Italy,Jamaica,4,1,Friendly,0
2020-07-10,Australia,Germany,1,3,Qualifier,0
2020-07-11,New Zealand,Tunisia,1,3,Qualifier,0
2020-07-12,Morocco,Australia,4,0,Friendly,0
2020-07-13,Paraguay,Serbia,0,1,Qualifier,0
2020-07-13,Cameroon,DR Congo,1,3,Qualifier,0
2020-07-14,Spain,South Korea,1,1,Qualifier,0
2020-07-15,Germany,Switzerland,2,0,Qualifier,0
2020-07-16,Mexico,Japan,4,3,Friendly,0
2020-07-16,Morocco,Japan,5,0,Qualifier,1
2020-07-17,France,Costa Rica,6,0,Friendly,0
2020-07-18,Uzbekistan,Senegal,0,1,Friendly,1
2020-07-19,Germany,South Korea,6,2,Qualifier,0
2020-07-19,South Korea,Uzbekistan,4,2,Qualifier,0
2020-07-20,Ecuador,Tunisia,1,1,Qualifier,0
2020-07-21,Croatia,Costa Rica,5,1,Friendly,0
2020-07-21,Mexico,Ecuador,1,0,Qualifier,0
2020-07-22,Cameroon,Ghana,2,1,Qualifier,0
2020-07-23,Jamaica,Ukraine,3,0,Friendly,0
2020-07-24,Austria,Turkey,2,1,Friendly,0
2020-07-24,South Korea,Uruguay,0,1,Qualifier,0
2020-07-25,Spain,Netherlands,1,1,Qualifier,0
2020-07-26,Spain,Algeria,3,0,Qualifier,1
2020-07-27,Germany,Netherlands,1,2,Qualifier,0
2020-07-27,Tunisia,England,0,2,Friendly,0
2020-07-28,South Korea,Spain,2,2,Qualifier,0
2020-07-29,Uruguay,England,1,1,Qualifier,0
2020-07-29,Denmark,Ghana,4,1,Friendly,0
2020-07-30,Ukraine,Algeria,0,2,Friendly,0
2020-07-31,Mexico,Spain,2,2,Friendly,0
2020-08-01,South Korea,Tunisia,2,1,Friendly,0
2020-08-01,Spain,Iran,6,0,Friendly,0
2020-08-02,Colombia,Nigeria,1,1,Qualifier,0
2020-08-03,Bolivia,Ukraine,2,4,Friendly,0
2020-08-04,Egypt,Japan,1,0,Qualifier,0
2020-08-04,Algeria,Turkey,1,2,Friendly,1
2020-08-05,Uzbekistan,Ghana,2,2,Qualifier,0
2020-08-06,Morocco,Egypt,2,0,Qualifier,0
2020-08-07,Tunisia,Mexico,3,1,Friendly,0
2020-08-07,Saudi Arabia,Poland,1,3,Qualifier,0
2020-08-08,Tunisia,Saudi Arabia,2,0,Qualifier,0
2020-08-09,Portugal,Uruguay,1,0,Qualifier,0
2020-08-09,Belgium,Serbia,4,0,Qualifier,0
2020-08-10,Panama,Uzbekistan,4,3,Qualifier,0
2020-08-11,Argentina,Tunisia,8,0,Qualifier,0
2020-08-12,South Korea,Nigeria,2,0,Qualifier,0
2020-08-12,Qatar,Belgium,0,5,Qualifier,0
2020-08-13,Brazil,Bolivia,7,0,Friendly,0
2020-08-14,South Korea,Denmark,2,0,Qualifier,1
2020-08-15,England,Colombia,2,0,Friendly,0
2020-08-15,Ecuador,South Korea,2,1,Qualifier,0
2020-08-16,South Korea,Colombia,1,3,Qualifier,0
2020-08-17,New Zealand,South Korea,2,1,Qualifier,0
2020-08-17,Bolivia,Cameroon,1,1,Qualifier,0
2020-08-18,Canada,Netherlands,2,2,Friendly,0
2020-08-19,Egypt,Ivory Coast,0,1,Qualifier,1
2020-08-20,Brazil,Qatar,6,0,Friendly,1
2020-08-20,Ecuador,Uzbekistan,1,0,Qualifier,0
2020-08-21,Denmark,Qatar,3,0,Qualifier,1
2020-08-22,Cameroon,Iran,1,0,Friendly,0
2020-08-23,Italy,Senegal,2,0,Qualifier,0
2020-08-23,Canada,Italy,0,0,Qualifier,0
2020-08-24,Ghana,Qatar,1,3,Qualifier,0
2020-08-25,Denmark,South Korea,3,0,Qualifier,1
2020-08-25,DR Congo,Australia,2,3,Friendly,0
2020-08-26,Portugal,Ghana,3,0,Friendly,1
2020-08-27,Ivory Coast,South Korea,1,0,Friendly,0
2020-08-28,Belgium,Uzbekistan,4,0,Friendly,1
2020-08-28,Brazil,Australia,4,0,Friendly,0
2020-08-29,Netherlands,Brazil,3,1,Qualifier,0
2020-08-30,Germany,Jamaica,4,0,Qualifier,0
2020-08-31,Croatia,Ecuador,1,0,Qualifier,0
2020-08-31,Ghana,Netherlands,0,1,Friendly,0
2020-09-01,France,Austria,4,0,Friendly,0
2020-09-02,Nigeria,Senegal,0,1,Qualifier,0
2020-09-03,Argentina,England,1,0,Qualifier,0
2020-09-03,Netherlands,Ivory Coast,1,1,Qualifier,0
2020-09-04,Saudi Arabia,Jamaica,2,0,Qualifier,0
2020-09-05,Germany,Cameroon,3,0,Friendly,0
2020-09-05,Mexico,Iran,6,2,Qualifier,1
2020-09-06,New Zealand,France,0,4,Friendly,0
2020-09-07,United States,Nigeria,4,1,Friendly,0
2020-09-08,Mexico,Bolivia,2,0,Friendly,0
2020-09-08,United States,Japan,1,2,Qualifier,1
2020-09-09,Croatia,Colombia,0,2,Friendly,0
2020-09-10,Uzbekistan,Paraguay,2,1,Qualifier,0
2020-09-11,Japan,Costa Rica,1,1,Friendly,0
2020-09-11,Italy,Germany,1,1,Qualifier,0
2020-09-12,Serbia,Argentina,0,1,Friendly,0
2020-09-13,Colombia,Austria,5,0,Qualifier,0
2020-09-13,Uzbekistan,Panama,0,1,Qualifier,0
2020-09-14,Croatia,Serbia,1,0,Qualifier,0
2020-09-15,Iraq,Netherlands,1,3,Qualifier,1
2020-09-16,Spain,Germany,3,0,Qualifier,0
2020-09-16,DR Congo,Ivory Coast,2,0,Qualifier,1
2020-09-17,Serbia,Algeria,1,0,Friendly,1
2020-09-18,Colombia,Ghana,5,1,Friendly,1
2020-09-19,Ukraine,Portugal,0,2,Friendly,0
2020-09-19,England,Ivory Coast,4,0,Friendly,1
2020-09-20,Uruguay,Ecuador,2,2,Friendly,0
2020-09-21,Algeria,Turkey,2,1,Friendly,1
2020-09-21,Uzbekistan,Mexico,1,0,Qualifier,0
2020-09-22,Ecuador,Uruguay,1,2,Qualifier,1
2020-09-23,Mexico,Australia,1,2,Friendly,0
2020-09-24,United States,New Zealand,2,0,Qualifier,1
2020-09-24,Ecuador,Mexico,1,2,Qualifier,1
2020-09-25,Switzerland,England,0,1,Friendly,0
2020-09-26,Cameroon,Senegal,1,2,Qualifier,0
2020-09-27,Algeria,Ukraine,5,0,Friendly,0
2020-09-27,Argentina,Senegal,3,0,Qualifier,0
2020-09-28,Cameroon,Paraguay,4,2,Friendly,0
2020-09-29,Cameroon,Spain,1,2,Qualifier,0
2020-09-30,Jamaica,Ghana,0,0,Qualifier,0
2020-09-30,Denmark,Serbia,2,0,Qualifier,0
2020-10-01,Netherlands,Tunisia,1,1,Friendly,0
2020-10-02,Portugal,Japan,1,0,Qualifier,0
2020-10-02,Ghana,Japan,0,1,Friendly,0
2020-10-03,Iran,Australia,2,1,Friendly,0
2020-10-04,Serbia,Croatia,2,0,Qualifier,0
2020-10-05,Egypt,Croatia,4,1,Qualifier,1
2020-10-05,Panama,Brazil,0,4,Friendly,0
2020-10-06,Australia,Argentina,1,4,Qualifier,0
2020-10-07,DR Congo,Algeria,2,2,Friendly,0
2020-10-08,Uruguay,South Korea,3,0,Qualifier,0
2020-10-08,Iran,Belgium,0,1,Qualifier,0
2020-10-09,Japan,England,0,1,Qualifier,0
2020-10-10,Jamaica,DR Congo,2,0,Friendly,0
2020-10-10,Canada,Australia,3,1,Qualifier,0
2020-10-11,Cameroon,Iran,1,2,Qualifier,0
2020-10-12,Austria,Iran,0,0,Qualifier,0
2020-10-13,Algeria,Bolivia,3,3,Friendly,0
2020-10-13,Germany,Portugal,2,2,Friendly,0
2020-10-14,Tunisia,Morocco,0,3,Qualifier,0
2020-10-15,Turkey,Iran,2,0,Friendly,0
2020-10-16,Portugal,Mexico,1,0,Friendly,0
2020-10-16,Paraguay,Panama,2,0,Friendly,0
2020-10-17,Spain,Iraq,4,0,Friendly,0
2020-10-18,Croatia,England,3,2,Friendly,1
2020-10-18,Turkey,Bolivia,6,0,Qualifier,0
2020-10-19,South Korea,Ivory Coast,5,0,Qualifier,0
2020-10-20,Serbia,England,2,1,Friendly,1
2020-10-21,Tunisia,France,2,3,Friendly,1
2020-10-21,England,Tunisia,3,1,Qualifier,0
2020-10-22,South Korea,Australia,1,1,Friendly,0
2020-10-23,Costa Rica,Uruguay,4,2,Qualifier,1
2020-10-24,South Korea,Morocco,0,2,Qualifier,0
2020-10-24,DR Congo,South Korea,0,3,Qualifier,0
2020-10-25,Australia,Spain,1,1,Qualifier,1
2020-10-26,Serbia,Jamaica,0,0,Friendly,0
2020-10-27,Australia,Ghana,1,1,Friendly,0
2020-10-27,Cameroon,Paraguay,4,1,Qualifier,0
2020-10-28,Morocco,Costa Rica,7,0,Friendly,0
2020-10-29,Cameroon,Canada,2,3,Qualifier,0
2020-10-29,Japan,Tunisia,2,0,Friendly,0
2020-10-30,Brazil,Italy,3,0,Qualifier,0
2020-10-31,Ecuador,Tunisia,1,1,Qualifier,1
2020-11-01,Cameroon,Austria,2,0,Friendly,0
2020-11-01,Spain,Tunisia,3,0,Friendly,0
2020-11-02,Ghana,Ukraine,1,1,Friendly,0
2020-11-03,Turkey,South Korea,0,3,Qualifier,0
2020-11-04,Italy,Croatia,0,0,Qualifier,0
2020-11-04,Ghana,Qatar,1,1,Friendly,0
2020-11-05,Saudi Arabia,Uruguay,2,1,Friendly,1
2020-11-06,Ivory Coast,Serbia,2,0,Qualifier,0
2020-11-06,Ghana,Spain,2,2,Qualifier,0
2020-11-07,Italy,Senegal,3,1,Friendly,0
2020-11-08,Qatar,Canada,0,2,Qualifier,0
2020-11-09,England,Uruguay,1,1,Qualifier,0
2020-11-09,Tunisia,Saudi Arabia,1,2,Friendly,0
2020-11-10,Costa Rica,Uruguay,1,2,Friendly,1
2020-11-11,France,Costa Rica,6,1,Qualifier,0
2020-11-12,Uruguay,Ukraine,2,2,Qualifier,0
2020-11-12,Algeria,Uzbekistan,0,1,Friendly,0
2020-11-13,United States,Colombia,2,0,Friendly,1
2020-11-14,Paraguay,Ghana,1,1,Friendly,0
2020-11-15,Cameroon,Ecuador,1,1,Qualifier,0
2020-11-15,Germany,Japan,1,1,Friendly,0
2020-11-16,Poland,Netherlands,2,3,Qualifier,0
2020-11-17,England,Croatia,0,0,Qualifier,1
2020-11-17,Uruguay,Switzerland,0,2,Qualifier,1
2020-11-18,Iran,Turkey,0,1,Qualifier,1
2020-11-19,Algeria,DR Congo,0,0,Qualifier,0
2020-11-20,Turkey,Morocco,2,2,Qualifier,0
2020-11-20,Ghana,Jamaica,1,3,Friendly,1
2020-11-21,Germany,United States,2,0,Friendly,0
2020-11-22,Turkey,Italy,0,1,Qualifier,0
2020-11-23,Paraguay,Morocco,2,0,Qualifier,0
